company_id,nama_perseroan,kbli,alamat_lengkap,kode_pos,maksud_tujuan,modal_dasar,modal_ditempatkan,modal_disetor,nilai_nominal_saham,jumlah_saham,direktur_utama,direktur_nik,direktur_npwp,komisaris_utama,komisaris_nik,komisaris_npwp,jangka_waktu,tanggal_akta,notaris,npwp_perusahaan,status_perusahaan,is_suspicious,risk_score,pemegang_saham_1_nama,pemegang_saham_1_nik,pemegang_saham_1_npwp,pemegang_saham_1_persentase,pemegang_saham_2_nama,pemegang_saham_2_nik,pemegang_saham_2_npwp,pemegang_saham_2_persentase,pemegang_saham_3_nama,pemegang_saham_3_nik,pemegang_saham_3_npwp,pemegang_saham_3_persentase
PT_0045,PT. Surya Mukti Perkasa,46691,"Jalan Kutisari Selatan No. 188
Kota Administrasi Jakarta Barat, Bengkulu 83627",43358,Usaha perkebunan kelapa sawit dan pengolahan hasil,59678329510,30485510927,27955977937,5000000,6097,Dewi Rahman,18712906876891,84.815.488.1-687.590,Nana Wahyudi,32151705604531,26.327.529.8-525.419,Tidak terbatas,2021-09-06,Harsanto Yulianti,15.579.359.1-432.577,Aktif,False,19,Putra Hidayat,34711307709555,51.733.665.7-359.849,51.18,Vina Darmawan,34710210775925.0,63.764.955.9-701.495,27.73,Ratna Santoso,32012512826909.0,56.401.921.3-312.834,21.09
PT_0046,PT. Sepanjang Inti Surya Abadi,1134,"Gang Kutisari Selatan No. 28
Ternate, KI 18273",26281,Usaha perkebunan kelapa sawit dan pengolahan hasil,63289835105,50100286836,42563293393,10000000,5010,Vina Syahputra,34711501572043,38.253.507.8-499.783,Hadi Kurniawan,32010108694757,81.857.867.4-740.776,Tidak terbatas,2014-12-29,"Joko Pertiwi, S.Pd",40.271.941.9-367.484,Aktif,False,36,Indra Hakim,31741110621373,79.288.338.8-304.172,18.45,Dian Maulana,34711001748617.0,73.938.678.1-755.956,69.83,Zaki Santoso,32151303675879.0,95.692.568.3-256.515,10.17
PT_0047,PT. Wira Karya Nusantari,1135,"Jalan Cikutra Timur No. 4
Bima, MA 36869",29624,Usaha perkebunan kelapa sawit dan pengolahan hasil,2765270915,387126788,95746569,1000000,387,Yudi Nugroho,35780512613182,33.439.624.4-180.607,Kartika Wibowo,32732404669802,62.844.888.3-543.511,15 tahun,2024-08-21,"Halim Laksita, S.E.I",47.893.700.9-786.603,Aktif,True,79,Wati Rachmadi,18712809822035,46.526.443.6-196.875,37.85,Endang Wibowo,34713105931036.0,53.555.340.8-413.938,62.15,,,,
PT_0048,PT. Khatulistiwa Agro Abadi,1135,"Jl. Dipatiukur No. 424
Palopo, Kepulauan Bangka Belitung 17981",89172,Usaha perkebunan kelapa sawit dan pengolahan hasil,62401097971,39937593821,33302650186,10000000,3993,Dewi Hakim,35781601559590,76.235.921.7-990.563,Hadi Hidayat,64711903720354,78.393.948.1-296.191,Tidak terbatas,2010-01-10,"Cut Hilda Agustina, S.Kom",65.696.990.4-612.477,Aktif,False,27,Citra Rachmadi,32730602962983,88.163.362.1-204.171,45.45,Maya Firmansyah,34710703907701.0,77.388.640.4-656.749,51.07,Hadi Santoso,32150406928675.0,21.881.915.6-514.968,5.96
PT_0049,PT. Kayung Agro Lestari,2200,"Jl. Cempaka No. 1
Subulussalam, AC 23754",19752,Usaha perkebunan kelapa sawit dan pengolahan hasil,70365457255,37300583855,33676672363,10000000,3730,Sari Santoso,32150511560191,38.104.349.3-477.326,Dewi Rahman,32731107780790,31.942.692.9-336.270,Tidak terbatas,2009-10-25,Raihan Kurniawan,44.729.188.2-605.621,Aktif,False,15,Gina Pratama,32150403980753,28.414.378.2-772.568,65.27,Gina Santoso,32010701764596.0,74.735.245.4-232.169,23.15,Kartika Putra,32151202599604.0,25.749.874.3-453.836,10.09
PT_0050,PT. Jalin Vaneo,1134,"Jl. Veteran No. 192
Meulaboh, Nusa Tenggara Timur 97822",19923,Usaha perkebunan kelapa sawit dan pengolahan hasil,4849416261,1244759065,152611426,10000000,124,Umar Budiman,18711401625619,73.851.384.3-382.788,Maya Firmansyah,34712905697145,54.257.955.4-739.595,21 tahun,2024-09-02,Farah Maryadi,98.324.171.7-746.342,Aktif,True,72,Linda Gunawan,32012104742290,82.927.768.6-953.197,77.15,Yudi Wibowo,35780810904519.0,63.222.650.7-794.148,11.8,Vina Wibowo,35780607649032.0,91.496.186.6-869.129,8.33
PT_0051,PT. Airlangga Sawit Jaya,46691,"Gg. Lembong No. 47
Palu, MU 78936",43812,Usaha perkebunan kelapa sawit dan pengolahan hasil,95944128434,71817108593,58335086034,5000000,14363,Endang Wibowo,31741710682960,22.515.162.9-116.113,Bayu Darmawan,32012001853117,76.659.742.5-247.758,Tidak terbatas,2017-04-05,"Ayu Safitri, S.IP",14.534.294.8-341.234,Aktif,False,25,Maya Putra,32151601766680,60.793.605.6-411.877,100.0,,,,,,,,
PT_0052,PT. Kapuas Bio Agro,1135,"Jalan S. Parman No. 01
Tidore Kepulauan, LA 69131",21558,Usaha perkebunan kelapa sawit dan pengolahan hasil,66036703957,34593674245,27782230433,10000000,3459,Hadi Santoso,64710408816425,17.303.819.4-719.254,Tono Pratama,32151910750604,14.282.863.3-601.539,Tidak terbatas,2013-10-24,Ella Safitri,36.905.860.7-449.454,Aktif,False,39,Hadi Kurniawan,31743005968708,63.685.699.8-627.767,66.89,Gina Wardana,64711110747471.0,96.371.145.3-413.892,12.26,Nana Wahyudi,64710511978348.0,29.518.505.1-540.618,20.85
PT_0053,PT. Bumi Tani Jaya,2200,"Jalan Ciumbuleuit No. 24
Malang, MA 42041",93823,Usaha perkebunan kelapa sawit dan pengolahan hasil,93849507986,26397583220,22590732110,5000000,5279,Nana Wahyudi,64711304646668,69.638.586.8-173.422,Linda Maulana,64711704804886,34.525.350.9-516.766,Tidak terbatas,2006-05-02,"Irma Iswahyudi, M.M.",51.773.572.6-118.799,Aktif,False,36,Wati Putri,35781608870423,85.362.735.4-512.503,67.75,Indra Hartono,18712207696770.0,95.435.744.8-525.974,32.25,,,,
PT_0054,PT. Buana Tunas Sejahtera,46691,"Gg. Kapten Muslihat No. 3
Tanjungpinang, Bengkulu 42153",7647,Usaha perkebunan kelapa sawit dan pengolahan hasil,69943102324,44156710990,38854470658,1000000,44156,Farid Wijaya,18711603989180,13.125.396.3-250.560,Andi Kurniawan,32152307670857,15.750.806.9-903.965,Tidak terbatas,2007-09-18,Mahdi Puspita,35.617.159.9-652.172,Aktif,False,18,Vina Hidayat,31740410955079,22.729.222.7-743.639,26.7,Eko Rahman,32152603955490.0,92.596.857.1-734.435,73.3,,,,
PT_0055,PT. Bumi Suka Swakarsa,10412,"Jalan Kiaracondong No. 72
Blitar, Sulawesi Tengah 42862",96183,Usaha perkebunan kelapa sawit dan pengolahan hasil,15472360473,7702240725,6681132131,5000000,1540,Dewi Hakim,18711801672787,71.997.806.4-899.983,Andi Gunawan,32730603687543,99.148.736.7-957.998,Tidak terbatas,2018-08-10,R. Kenes Laksita,97.361.376.4-297.544,Aktif,False,12,Linda Putra,34712103649366,10.149.670.6-368.392,16.55,Vina Pratama,64710408940621.0,63.711.935.9-166.566,19.14,Ahmad Wijaya,64710308703247.0,94.202.830.8-669.658,61.25
PT_0056,PT. Natura Agrotani,10411,"Gg. W.R. Supratman No. 8
Sibolga, Jawa Timur 42103",15852,Usaha perkebunan kelapa sawit dan pengolahan hasil,53194849275,20463940932,18530341736,5000000,4092,Farid Kusuma,64712102960715,43.982.352.5-943.934,Vina Wibowo,31742102947212,58.827.861.8-725.984,Tidak terbatas,2009-08-17,drg. Naradi Hardiansyah,91.909.775.2-566.168,Aktif,False,12,Vina Sari,34710811785553,64.612.661.9-270.456,79.25,Dian Hakim,34711601961849.0,55.106.691.8-427.461,10.94,Umar Budiman,31741105892717.0,12.114.882.3-732.138,9.79
PT_0057,PT. Sumber Sawit Sintang,2200,"Gg. Jend. A. Yani No. 982
Surakarta, Kalimantan Selatan 40839",85334,Usaha perkebunan kelapa sawit dan pengolahan hasil,42629782663,26021495958,21322893149,10000000,2602,Hadi Rahman,35783107999003,10.831.247.5-909.745,Putra Permana,34711408619359,11.419.187.3-624.630,Tidak terbatas,2007-06-22,Kariman Saefullah,52.428.971.2-800.517,Aktif,False,28,Ratna Santoso,31742312934279,29.579.991.2-561.348,40.29,Umar Budiman,34711208950544.0,55.685.192.9-697.118,33.45,Maya Rachmadi,64712006704707.0,37.738.953.8-648.204,20.79
PT_0058,PT. ADI JAYA MULIA,46691,"Jalan Cikapayang No. 33
Serang, Jawa Timur 74267",14998,Usaha perkebunan kelapa sawit dan pengolahan hasil,12076640648,5095876583,4525919464,10000000,509,Wati Wardana,32010212582769,20.703.965.5-580.521,Citra Hidayat,34710305773188,33.397.469.2-317.611,Tidak terbatas,2020-06-04,Ibrani Hardiansyah,69.544.527.1-783.611,Aktif,False,10,Zaki Hartono,32150510811503,52.460.478.3-850.609,100.0,,,,,,,,
PT_0059,PT. HENRISON INTI PERSADA,1135,"Gang Waringin No. 582
Manado, KS 78523",28534,Usaha perkebunan kelapa sawit dan pengolahan hasil,34183340697,22320563305,16484263862,1000000,22320,Nana Darmawan,34711905913388,99.419.877.5-580.909,Yudi Wibowo,64711907719282,79.709.257.7-674.609,Tidak terbatas,2016-06-01,Kayun Winarsih,36.710.195.7-648.919,Aktif,False,10,Indra Putra,64710512669402,12.186.183.9-605.591,28.03,Oki Budiman,35781402712652.0,35.597.400.2-327.961,58.66,Ratna Setiawan,35781108565760.0,79.971.210.5-431.491,11.78
PT_0060,PT. IRMASULINDO,1134,"Jalan Pacuan Kuda No. 57
Mojokerto, Sulawesi Barat 83369",10818,Usaha perkebunan kelapa sawit dan pengolahan hasil,10339770582,6144609313,5097983525,5000000,1228,Sinta Syahputra,35782011762130,52.782.760.9-556.106,Joko Darmawan,64712009847946,96.740.332.2-775.950,Tidak terbatas,2013-12-10,"R. Wawan Wibisono, S.H.",77.287.279.1-662.174,Aktif,False,25,Indra Permana,32731704828247,43.106.845.7-622.835,100.0,,,,,,,,
PT_0061,PT. IRMASULINDO BLOK 1,1134,"Jalan Pasirkoja No. 0
Padangpanjang, KI 83876",83454,Usaha perkebunan kelapa sawit dan pengolahan hasil,45254506978,35175198802,24751226920,10000000,3517,Nana Santoso,32010808608565,64.187.855.6-136.767,Endang Santoso,34712906808569,51.414.508.6-654.598,Tidak terbatas,2017-04-23,"Winda Nababan, M.Kom.",14.413.969.3-718.962,Aktif,False,29,Umar Kusuma,18710710886096,45.981.360.1-385.391,33.54,Dian Darmawan,32152011944999.0,63.127.824.9-223.996,56.32,Fitri Wahyudi,32011601595747.0,71.678.550.6-832.156,9.27
PT_0062,PT. IRMASULINDO BLOK 2,10412,"Jl. Waringin No. 6
Bitung, JT 97568",43262,Usaha perkebunan kelapa sawit dan pengolahan hasil,2629442109,780207783,313078407,5000000,156,Zaki Darmawan,64712203867281,89.245.280.7-874.674,Zaki Wibowo,32153107654313,60.628.520.7-489.895,14 tahun,2024-05-05,"drg. Indah Sitorus, M.M.",60.600.898.1-350.565,Aktif,True,81,Linda Sari,64712709975913,62.317.442.6-695.457,24.74,Indra Permana,31741411774324.0,69.915.347.3-974.654,75.26,,,,
PT_0063,PT. NUSA IRIAN JAYA INDAH,1134,"Gg. Ahmad Yani No. 100
Solok, PB 53524",51049,Usaha perkebunan kelapa sawit dan pengolahan hasil,82177715408,21046964440,17829912704,10000000,2104,Sinta Santoso,64710904707666,62.336.912.5-284.778,Maya Putra,32012205615080,27.769.323.4-294.313,Tidak terbatas,2011-03-09,Kasim Rahmawati,26.429.756.3-619.182,Aktif,False,24,Sinta Kurniawan,32010512632395,17.159.174.2-869.765,100.0,,,,,,,,
PT_0064,PT. VARITA MAJUTAMA (BLOK A),1135,"Gg. Kiaracondong No. 4
Batu, KR 23560",85507,Usaha perkebunan kelapa sawit dan pengolahan hasil,2671851897,485641729,148243914,5000000,97,Tono Kusuma,34711309610093,27.880.472.5-576.548,Hadi Kurniawan,31742504902493,93.732.720.7-805.275,23 tahun,2024-11-15,Prasetya Waluyo,75.278.857.5-517.340,Aktif,True,84,Hadi Rahman,35782409938301,91.767.950.5-624.162,76.02,Joko Rachmadi,32150311736064.0,27.724.960.8-903.729,15.55,Indra Maulana,32010211932199.0,21.194.756.5-997.345,9.02
PT_0065,PT. KODECO MAMBERAMO,2200,"Gg. Ir. H. Djuanda No. 42
Tual, Jawa Timur 34924",50152,Usaha perkebunan kelapa sawit dan pengolahan hasil,2583515932,519803685,259614560,5000000,103,Zaki Permana,35782812890866,41.856.638.5-113.615,Farid Rachmadi,35781508730701,70.343.622.5-263.132,23 tahun,2023-12-01,Juli Natsir,63.490.237.1-373.581,Aktif,True,95,Gina Hidayat,32150404897531,82.587.340.3-427.638,34.83,Kartika Wibowo,18710504952981.0,90.462.981.2-735.406,54.08,Endang Wibowo,64710112682542.0,68.505.296.7-225.746,8.5
PT_0066,PT. PENGEMBANGAN SUTRA ALAM,46691,"Jl. Jend. Sudirman No. 92
Bogor, SG 50100",77094,Usaha perkebunan kelapa sawit dan pengolahan hasil,38412097770,10759625824,7771867386,1000000,10759,Dian Syahputra,32151803551069,87.165.872.4-354.690,Oki Budiman,32732001867213,58.247.124.5-471.322,Tidak terbatas,2021-08-18,Cakrabuana Nurdiyanti,26.325.361.7-542.759,Aktif,False,35,Vina Kurniawan,18711504873078,59.898.740.9-440.473,25.28,Sinta Syahputra,31742804719095.0,53.914.864.6-468.108,49.82,Tono Pratama,64711507961684.0,95.256.140.9-778.992,24.9
PT_0067,PT. HASFARM NAPU,1134,"Jl. Astana Anyar No. 751
Manado, AC 46024",54070,Usaha perkebunan kelapa sawit dan pengolahan hasil,16703158678,6810038667,5660641834,5000000,1362,Andi Gunawan,32011502772342,28.967.839.4-255.311,Maya Wardana,35782504917069,46.969.807.5-818.873,Tidak terbatas,2016-09-05,Harjasa Susanti,65.334.696.5-262.261,Aktif,False,37,Gina Pratama,32151811976487,97.149.732.3-638.667,33.29,Nana Wijaya,32730512975430.0,88.266.533.2-709.985,21.06,Andi Nugroho,32012206606616.0,81.789.254.7-216.843,10.6
PT_0068,PT. KURNIA LUWUK SEJATI,2200,"Jl. Sukabumi No. 64
Sukabumi, GO 60393",95935,Usaha perkebunan kelapa sawit dan pengolahan hasil,65987009198,39670149854,30765516019,10000000,3967,Indra Pratama,32012208764558,13.921.404.2-502.841,Citra Darmawan,35782305605174,78.437.984.2-568.645,Tidak terbatas,2011-05-11,Siska Napitupulu,32.627.804.1-538.664,Aktif,False,14,Zaki Darmawan,31741707554045,95.242.556.3-321.941,62.29,Bayu Hakim,32150709926260.0,28.116.397.2-799.274,15.47,Zaki Putra,35780810992956.0,35.691.197.5-980.424,22.24
PT_0069,PT. KAWISAN CENTRAL ASIA,10412,"Jl. Cempaka No. 0
Bima, RI 17559",94367,Usaha perkebunan kelapa sawit dan pengolahan hasil,97985057065,36994358255,28975239609,5000000,7398,Nana Pratama,32733011783847,29.902.744.6-696.609,Bayu Wardana,35782709753728,49.450.621.3-329.379,Tidak terbatas,2016-04-10,Rafid Puspasari,55.144.507.4-869.703,Aktif,False,15,Bayu Hakim,35780109865173,11.470.582.1-718.185,34.91,Ahmad Wijaya,31741307785816.0,48.132.149.4-550.304,43.5,Putra Wijaya,64710712893774.0,19.816.241.8-624.151,21.590000000000003
PT_0070,PT. TOILI INDOTAMA,10412,"Jalan KH Amin Jasuta No. 72
Kendari, YO 46909",45551,Usaha perkebunan kelapa sawit dan pengolahan hasil,42961143961,13112122404,9969461297,5000000,2622,Gina Wijaya,32732906856396,77.509.353.3-339.332,Vina Setiawan,35782105903562,94.663.687.2-451.735,Tidak terbatas,2020-02-29,Luthfi Laksita,38.408.835.5-167.736,Aktif,False,30,Endang Syahputra,31741611544865,38.155.501.3-525.177,65.33,Hadi Hidayat,34711611941479.0,23.686.649.1-172.170,16.74,Wati Setiawan,18712401642232.0,95.806.970.8-928.500,17.930000000000003
PT_0071,PTGUNUNG SYNAJI,1135,"Gang Medokan Ayu No. 12
Kota Administrasi Jakarta Selatan, Banten 72953",15534,Usaha perkebunan kelapa sawit dan pengolahan hasil,71697430703,34259044201,29268528530,5000000,6851,Yudi Gunawan,32730405912373,72.624.938.1-131.746,Sinta Firmansyah,32012212956254,44.677.910.9-282.650,Tidak terbatas,2020-12-16,Yance Anggraini,92.188.817.1-621.720,Aktif,False,29,Gina Rachmadi,32731908664193,87.426.180.7-107.341,50.57,Hadi Rahman,64710203910950.0,89.159.388.6-755.300,17.64,Vina Wardana,32731406589900.0,63.417.371.7-362.581,31.79
PT_0072,PTPERKEBUNAN XVIII/PN VII,10412,"Jl. Cempaka No. 076
Pematangsiantar, Papua Barat 21825",72736,Usaha perkebunan kelapa sawit dan pengolahan hasil,76428304947,33205630826,27196487080,1000000,33205,Linda Sari,31740512685318,30.789.245.4-827.903,Kartika Wibowo,32011510693062,34.537.795.3-409.143,Tidak terbatas,2008-05-18,Cut Puput Prastuti,66.553.617.2-161.140,Aktif,False,12,Zaki Permana,18712206864234,96.143.947.7-390.498,100.0,,,,,,,,
PT_0073,PT. Naga Manis Plantation,1135,"Gang Astana Anyar No. 536
Magelang, Kalimantan Tengah 66205",80756,Usaha perkebunan kelapa sawit dan pengolahan hasil,37451528241,17343585897,15207642259,10000000,1734,Nana Darmawan,32730109702770,84.613.864.4-272.518,Indra Maulana,35780308730285,76.218.536.5-681.243,Tidak terbatas,2017-04-06,"Carla Iswahyudi, M.TI.",50.156.916.1-580.391,Aktif,False,13,Dian Syahputra,18710308890973,89.236.294.8-252.757,53.69,Maya Putra,64711810948854.0,45.608.246.1-928.696,46.31,,,,
PT_0074,PT. PERKEBUNAN I (SEBULUSSALAM),10412,"Gang Suniaraja No. 8
Ternate, JI 65355",8819,Usaha perkebunan kelapa sawit dan pengolahan hasil,65107977881,35952543799,30386074080,10000000,3595,Dian Darmawan,35782804922286,93.598.701.2-495.689,Maya Putra,64710611641604,55.636.623.7-181.356,Tidak terbatas,2020-11-25,Jaswadi Wulandari,56.836.668.9-501.918,Aktif,False,13,Hadi Hidayat,35780901788909,78.890.628.7-583.228,26.46,Vina Setiawan,64710806759116.0,46.639.163.2-535.820,73.53999999999999,,,,
PT_0075,PT. BAHRUNY,10411,"Gang Kebonjati No. 7
Cirebon, BE 48971",58633,Usaha perkebunan kelapa sawit dan pengolahan hasil,42588100983,29556494947,20749409280,1000000,29556,Ahmad Rachmadi,32012307703759,13.654.724.9-652.100,Sari Maulana,32151401981204,28.685.995.9-662.406,Tidak terbatas,2017-04-03,"Zelaya Ramadan, M.M.",22.211.223.7-616.833,Aktif,False,22,Farid Wijaya,31741604009083,33.908.962.2-847.484,100.0,,,,,,,,
PT_0076,PT. ACEH TIMUR RUBBER COY,46691,"Jl. K.H. Wahid Hasyim No. 381
Kotamobagu, JI 20170",39040,Usaha perkebunan kelapa sawit dan pengolahan hasil,54600462331,37510188054,36993747502,1000000,37510,Wati Kurniawan,32150202658399,39.983.259.1-972.815,Endang Hidayat,64713008832130,60.237.119.3-409.543,Tidak terbatas,2020-12-22,Kania Yuniar,95.581.807.3-480.788,Aktif,False,27,Hadi Kurniawan,35780309985572,46.739.733.8-536.697,72.06,Ratna Santoso,35780707728577.0,87.738.993.4-821.994,27.94,,,,
PT_0077,PT. INCASI RAYA,10412,"Gg. Ahmad Yani No. 513
Pontianak, BB 80454",70961,Usaha perkebunan kelapa sawit dan pengolahan hasil,16856309660,4812785563,3520184165,5000000,962,Umar Kurniawan,31742306964754,90.819.868.8-215.849,Andi Kurniawan,35783003687075,91.817.925.7-872.223,Tidak terbatas,2016-01-10,Dalima Padmasari,26.698.348.1-782.570,Aktif,False,33,Putra Wijaya,32011005955642,72.538.109.8-847.945,100.0,,,,,,,,
PT_0078,PT. CIMELATI UTAMA,10412,"Gang Siliwangi No. 8
Binjai, RI 72581",73063,Usaha perkebunan kelapa sawit dan pengolahan hasil,78468542386,31784424322,30711944101,10000000,3178,Andi Budiman,64710902558663,84.347.162.7-398.201,Vina Wardana,64711303963425,28.597.358.8-428.944,Tidak terbatas,2005-09-29,"Sadina Gunarto, S.E.I",17.853.135.8-262.919,Aktif,False,21,Andi Putri,32732505818109,86.820.408.3-508.389,30.2,Putra Firmansyah,34712108869390.0,79.819.599.4-324.583,41.89,Vina Setiawan,32150211838893.0,11.740.326.1-676.212,27.91
PT_0079,PT. LARAS EKAMULIA,10412,"Gg. Sadang Serang No. 85
Bukittinggi, Riau 80475",3212,Usaha perkebunan kelapa sawit dan pengolahan hasil,92271925562,66742187148,61076648958,1000000,66742,Putra Hidayat,18711907602997,53.191.169.6-869.312,Citra Rachmadi,32151809783115,57.258.146.5-523.941,Tidak terbatas,2013-06-17,Cemplunk Nuraini,65.116.563.3-457.102,Aktif,False,15,Wati Wardana,32732201682049,49.481.991.4-319.129,36.44,Ahmad Darmawan,32150309749285.0,39.979.720.8-966.952,22.44,Putra Permana,32730804734702.0,31.245.525.1-627.457,21.22
PT_0080,PT. SECONA PERSADA (I),2200,"Jl. Pasir Koja No. 50
Bekasi, KR 19751",37360,Usaha perkebunan kelapa sawit dan pengolahan hasil,28172770725,10953830257,10761173300,10000000,1095,Farid Kusuma,32012002969175,63.222.294.4-771.286,Maya Kurniawan,18712702924965,78.430.238.6-783.205,Tidak terbatas,2016-10-08,"Jaeman Permata, M.Kom.",89.876.855.3-486.549,Aktif,False,25,Citra Hidayat,34711710616391,49.620.409.1-777.992,100.0,,,,,,,,
SH_0001,PT LESTARI MANDIRI,77100,"Gang Sentot Alibasa No. 00
Tangerang Selatan, SR 71984",48425,Perdagangan umum dan jasa konsultan,1212985631,597377548,102178151,1000000,597,Ahmad Wijaya,32730106625964,39.411.815.1-589.846,Ratna Setiawan,31741908587843,90.526.107.9-203.393,9 tahun,2025-02-22,Gantar Budiman,43.978.837.1-251.814,Aktif,True,86,Zaki Hartono,34712002746441,11.797.787.5-685.461,26.18,Indra Permana,32012712871580.0,26.473.312.7-689.917,16.5,Eko Rahman,64712604665942.0,29.898.718.2-924.591,9.79
SH_0002,UD MAJU BERSAMA,68100,"Jalan Lembong No. 6
Medan, RI 38685",40933,Perdagangan umum dan jasa konsultan,1893715716,762900835,113628932,1000000,762,Hadi Hidayat,35780110936383,11.437.341.3-144.200,Indra Pratama,32731310736822,64.185.755.7-450.908,12 tahun,2024-12-03,"Tgk. Jarwi Kuswandari, S.Pd",34.605.380.2-938.560,Aktif,True,82,Dian Rahman,34710305856872,85.935.800.7-112.873,11.13,Linda Hartono,18710505848077.0,27.702.828.2-141.846,10.08,Andi Darmawan,35781611903478.0,16.648.995.8-374.981,18.7
SH_0003,PT LESTARI MANDIRI,70200,"Gg. Cempaka No. 958
Parepare, KR 64567",66997,Perdagangan umum dan jasa konsultan,1867419638,850198392,140833103,1000000,850,Andi Kurniawan,35783103986962,60.297.450.8-514.141,Kartika Wibowo,18710603593040,87.627.158.8-195.517,12 tahun,2025-03-25,Lili Aryani,21.884.627.3-731.979,Aktif,True,90,Ahmad Wardana,35780208731665,73.204.821.1-812.158,19.66,Kartika Wibowo,35781705980209.0,95.661.204.9-979.829,8.62,Ratna Santoso,18711604601327.0,85.262.766.9-334.250,19.45
SH_0004,CV NUSA INDAH,82990,"Gang Kendalsari No. 5
Tanjungbalai, Sulawesi Utara 02480",39621,Perdagangan umum dan jasa konsultan,793983736,321778397,91218036,1000000,321,Hadi Rahman,35781405627548,22.324.222.9-516.157,Putra Wijaya,31743006654211,59.862.485.9-198.246,12 tahun,2025-01-20,dr. Harja Puspasari,89.738.152.5-945.695,Aktif,True,83,Putra Hakim,31740702961139,61.349.197.3-805.479,17.21,Hadi Sari,31740405616509.0,11.152.693.5-292.643,20.82,Gina Sari,35780508568797.0,64.591.635.7-370.559,11.69
SH_0005,PT LESTARI MANDIRI,82990,"Jalan Jend. Sudirman No. 19
Metro, KR 91822",95871,Perdagangan umum dan jasa konsultan,663201140,172796045,40886032,1000000,172,Ahmad Wijaya,35781912630718,17.586.702.9-552.210,Bayu Budiman,64712607796449,26.757.760.9-372.883,14 tahun,2025-03-13,"Satya Situmorang, M.Ak",73.295.663.7-171.729,Aktif,True,86,Wati Wardana,32010804785575,14.542.847.1-185.593,12.03,Joko Rachmadi,32151208907595.0,67.140.852.9-896.987,24.99,Maya Rahman,34711502637025.0,95.615.930.6-288.364,20.14
SH_0006,PT HARAPAN BARU,82990,"Jalan Abdul Muis No. 1
Medan, KR 05959",9817,Perdagangan umum dan jasa konsultan,1036728001,429363585,106602202,1000000,429,Gina Wardana,64711604618648,91.400.722.9-474.386,Umar Kusuma,64711203842074,92.602.655.2-385.613,10 tahun,2025-05-01,Natalia Najmudin,92.366.750.1-330.982,Aktif,True,87,Farid Rachmadi,64711107789384,16.266.354.9-304.529,14.7,Maya Firmansyah,31741308629582.0,69.389.807.6-837.498,15.5,Ratna Wibowo,35782009745890.0,87.619.300.9-700.400,13.92
SH_0007,UD OMEGA PRIMA,47911,"Jl. Wonoayu No. 8
Jambi, Kepulauan Riau 58136",80732,Perdagangan umum dan jasa konsultan,1875424565,529595234,144922697,1000000,529,Dian Maulana,32152609813526,31.214.489.8-240.428,Bayu Wibowo,32730712702818,48.367.799.7-179.841,12 tahun,2025-05-15,"R.A. Puput Manullang, M.Ak",16.449.629.1-666.987,Aktif,True,93,Wati Rachmadi,35782905831720,12.879.239.6-510.577,9.96,Ratna Wibowo,32012410545729.0,17.658.381.6-658.686,23.32,Kartika Wibowo,18710703636643.0,10.668.640.5-549.450,66.72
SH_0008,CV KARYA UTAMA,70200,"Jl. Raya Setiabudhi No. 5
Sukabumi, DI Yogyakarta 82238",78288,Perdagangan umum dan jasa konsultan,1500093917,387190043,68882685,1000000,387,Wati Putri,64711009835218,37.519.390.6-989.772,Umar Putra,32012905928548,45.842.734.6-288.200,13 tahun,2025-02-04,R.A. Dinda Dongoran,75.255.217.2-509.888,Aktif,True,91,Bayu Nugroho,31742709561503,64.297.460.7-371.996,11.31,Vina Darmawan,31741203903920.0,11.446.243.6-180.835,5.66,Yudi Wibowo,31742407553389.0,49.113.653.4-961.149,14.29
SH_0009,UD MAJU BERSAMA,82990,"Jl. Rungkut Industri No. 38
Pekanbaru, KR 32690",90939,Perdagangan umum dan jasa konsultan,662959306,209413630,39049377,1000000,209,Maya Putra,32732108770564,82.582.593.4-316.732,Nana Santoso,34710410694372,11.850.336.1-110.420,6 tahun,2024-12-21,Ajimat Wulandari,64.436.709.8-354.335,Aktif,True,90,Joko Putra,34710503753878,62.226.968.7-149.939,17.0,Kartika Putra,35780903661830.0,71.489.586.9-981.101,15.59,Oki Budiman,34711002647052.0,19.788.820.3-740.369,25.58
SH_0010,PT GEMILANG ABADI,58190,"Gg. Dr. Djunjunan No. 98
Pagaralam, LA 86303",21366,Perdagangan umum dan jasa konsultan,992771168,427377587,98347145,1000000,427,Endang Wibowo,34711803704464,34.306.380.4-323.451,Linda Firmansyah,32010308626922,28.550.509.8-554.182,10 tahun,2025-05-16,Edward Pratiwi,41.401.495.5-275.767,Aktif,True,92,Gina Hidayat,32150404925935,48.214.592.4-124.781,5.12,Gina Wahyudi,32010511602457.0,50.293.300.9-896.383,28.41,Linda Gunawan,35781605731595.0,51.747.176.1-136.104,66.47
