company_id,nama_pemegang_saham,nik,npwp,persentase_kepemilikan
SH_0026,Indra Permana,32012802993137,71.734.245.6-479.186,29.15
SH_0026,Sari Nugroho,32151007898959,73.761.913.7-861.998,27.98
SH_0026,Wati Santoso,32151307797406,38.120.781.1-606.838,17.23
SH_0026,Dewi Sari,64712307629366,43.413.215.8-944.142,18.17
SH_0026,Linda Rahman,32151404784980,21.437.244.7-788.442,-40.97
SH_0027,Putra Hartono,32011703599292,58.860.783.8-696.208,11.11
SH_0027,Joko Budiman,32151411980307,42.768.518.6-902.389,13.6
SH_0027,Maya Putra,18711201921304,41.283.364.8-879.778,27.84
SH_0027,Kartika Wijaya,18712705877603,73.977.695.4-773.180,25.96
SH_0027,Indra Permana,31740803567208,45.427.611.2-460.231,21.490000000000002
SH_0028,Umar Hakim,32010212911853,57.545.810.7-244.172,6.27
SH_0028,Indra Pratama,32012503969463,90.697.763.9-528.447,11.41
SH_0028,Dian Sari,32151401881621,42.396.733.1-843.835,12.66
SH_0028,Sari Pratama,32730909921102,27.835.989.7-571.381,11.37
SH_0028,Wati Rahman,32733107604003,61.562.279.4-263.383,58.29000000000001
SH_0029,Ahmad Kusuma,32151307886563,56.243.509.2-837.846,20.7
SH_0029,Putra Putri,34712401565184,11.228.221.8-318.358,9.55
SH_0029,Citra Nugroho,35782203831721,65.435.839.6-122.533,22.31
SH_0029,Citra Wijaya,18711907826194,13.553.400.3-196.603,5.4
SH_0029,Wati Rahman,64713008653630,14.371.914.8-279.908,8.85
SH_0029,Putra Sari,31740903698357,25.931.336.6-610.537,18.45
SH_0029,Putra Santoso,64710312919670,26.728.935.5-676.942,14.739999999999998
SH_0030,Kartika Santoso,18710808929307,16.406.850.5-383.345,14.71
SH_0030,Citra Budiman,31742509551513,35.405.212.3-759.487,28.24
SH_0030,Kartika Hidayat,64712608945999,59.980.983.7-811.851,57.05
