cluster_id,primary_entity,transaction_count,total_amount,date_range,transaction_ids,avg_risk_score,pattern_analysis
CLUSTER_025,26.903.405.2-441.862,116,153818213198,"{'start': '2023-03-01 08:22:00', 'end': '2025-05-22 19:10:38'}","['TXN_000018', 'TXN_000030', 'TXN_000089', 'TXN_000205', 'TXN_000227', 'TXN_000325', 'TXN_000349', 'TXN_000422', 'TXN_000429', 'TXN_000508', 'TXN_000590', 'TXN_000614', 'TXN_000766', 'TXN_000811', 'TXN_000912', 'TXN_001005', 'TXN_001067', 'TXN_001075', 'TXN_001146', 'TXN_001252', 'TXN_001318', 'TXN_001355', 'TXN_001357', 'TXN_001375', 'TXN_001441', 'TXN_001469', 'TXN_001541', 'TXN_001744', 'TXN_001823', 'TXN_001845', 'TXN_001848', 'TXN_001910', 'TXN_001926', 'TXN_001994', 'TXN_002101', 'TXN_002116', 'TXN_002156', 'TXN_002215', 'TXN_002422', 'TXN_002470', 'TXN_002487', 'TXN_002502', 'TXN_002540', 'TXN_002902', 'TXN_002912', 'TXN_003037', 'TXN_003084', 'TXN_003155', 'TXN_003312', 'TXN_003333', 'TXN_003477', 'TXN_003497', 'TXN_003512', 'TXN_003535', 'TXN_003542', 'TXN_003661', 'TXN_003817', 'TXN_003824', 'TXN_003866', 'TXN_003885', 'TXN_004014', 'TXN_004021', 'TXN_004037', 'TXN_004053', 'TXN_004260', 'TXN_004334', 'TXN_004342', 'TXN_004361', 'TXN_004456', 'TXN_004485', 'TXN_004617', 'TXN_004626', 'TXN_004732', 'TXN_004775', 'TXN_004827', 'TXN_004906', 'TXN_004926', 'TXN_004954', 'TXN_004973', 'TXN_005023', 'TXN_005047', 'TXN_005125', 'TXN_005226', 'TXN_005571', 'TXN_005620', 'TXN_005667', 'TXN_005718', 'TXN_005753', 'TXN_005758', 'TXN_005973', 'TXN_005988', 'TXN_006039', 'TXN_006135', 'TXN_006138', 'TXN_006226', 'TXN_006287', 'TXN_006315', 'TXN_006480', 'TXN_006522', 'TXN_006546', 'TXN_006561', 'TXN_006695', 'TXN_006710', 'TXN_006743', 'TXN_006788', 'TXN_006925', 'TXN_007100', 'TXN_007104', 'TXN_007182', 'TXN_007300', 'TXN_007332', 'TXN_007565', 'TXN_007667', 'TXN_007687', 'TXN_007768', 'TXN_007774']",99.66379310344827,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_026,71.108.110.4-799.194,63,71554547560,"{'start': '2023-03-16 13:05:00', 'end': '2025-05-23 07:10:44'}","['TXN_000021', 'TXN_000054', 'TXN_000248', 'TXN_000275', 'TXN_000300', 'TXN_000415', 'TXN_000686', 'TXN_001072', 'TXN_001124', 'TXN_001130', 'TXN_001255', 'TXN_001259', 'TXN_001266', 'TXN_001304', 'TXN_001351', 'TXN_001463', 'TXN_001518', 'TXN_001598', 'TXN_001621', 'TXN_001648', 'TXN_001830', 'TXN_001866', 'TXN_001972', 'TXN_001991', 'TXN_002112', 'TXN_002123', 'TXN_002139', 'TXN_002206', 'TXN_002286', 'TXN_002330', 'TXN_002821', 'TXN_003067', 'TXN_003146', 'TXN_003248', 'TXN_003415', 'TXN_003455', 'TXN_003535', 'TXN_003549', 'TXN_003579', 'TXN_003736', 'TXN_003790', 'TXN_004216', 'TXN_004474', 'TXN_004949', 'TXN_005126', 'TXN_005157', 'TXN_005382', 'TXN_005408', 'TXN_005615', 'TXN_005626', 'TXN_005645', 'TXN_005791', 'TXN_005966', 'TXN_006464', 'TXN_006938', 'TXN_006972', 'TXN_007527', 'TXN_007560', 'TXN_007715', 'TXN_007841', 'TXN_007869', 'TXN_007880', 'TXN_007900']",95.12698412698413,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_027,88.551.356.8-754.940,95,122562828977,"{'start': '2023-03-10 12:46:00', 'end': '2025-05-04 12:10:29'}","['TXN_000021', 'TXN_000031', 'TXN_000210', 'TXN_000550', 'TXN_000570', 'TXN_000594', 'TXN_000650', 'TXN_000684', 'TXN_000829', 'TXN_000857', 'TXN_000919', 'TXN_000952', 'TXN_001031', 'TXN_001142', 'TXN_001254', 'TXN_001341', 'TXN_001392', 'TXN_001405', 'TXN_001483', 'TXN_001519', 'TXN_001548', 'TXN_001555', 'TXN_001581', 'TXN_001588', 'TXN_001621', 'TXN_001715', 'TXN_001866', 'TXN_001868', 'TXN_002067', 'TXN_002131', 'TXN_002277', 'TXN_002322', 'TXN_002439', 'TXN_002486', 'TXN_002498', 'TXN_002723', 'TXN_002897', 'TXN_002965', 'TXN_003027', 'TXN_003138', 'TXN_003168', 'TXN_003366', 'TXN_003367', 'TXN_003457', 'TXN_003692', 'TXN_003751', 'TXN_003840', 'TXN_003890', 'TXN_004013', 'TXN_004127', 'TXN_004129', 'TXN_004148', 'TXN_004211', 'TXN_004344', 'TXN_004362', 'TXN_004368', 'TXN_004397', 'TXN_004439', 'TXN_004481', 'TXN_004555', 'TXN_004586', 'TXN_004587', 'TXN_004655', 'TXN_004771', 'TXN_004901', 'TXN_004976', 'TXN_005050', 'TXN_005134', 'TXN_005246', 'TXN_005338', 'TXN_005397', 'TXN_005930', 'TXN_006007', 'TXN_006155', 'TXN_006169', 'TXN_006346', 'TXN_006604', 'TXN_006668', 'TXN_006841', 'TXN_006903', 'TXN_007003', 'TXN_007052', 'TXN_007061', 'TXN_007275', 'TXN_007521', 'TXN_007569', 'TXN_007591', 'TXN_007603', 'TXN_007611', 'TXN_007675', 'TXN_007726', 'TXN_007787', 'TXN_007886', 'TXN_007928', 'TXN_007964']",98.67368421052632,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_028,25.968.665.3-720.386,59,74706774319,"{'start': '2023-03-01 15:59:00', 'end': '2025-05-24 05:58:44'}","['TXN_000024', 'TXN_000113', 'TXN_000116', 'TXN_000124', 'TXN_000455', 'TXN_000610', 'TXN_000772', 'TXN_000957', 'TXN_000980', 'TXN_001006', 'TXN_001094', 'TXN_001422', 'TXN_001446', 'TXN_001492', 'TXN_002075', 'TXN_002076', 'TXN_002314', 'TXN_002508', 'TXN_002668', 'TXN_002817', 'TXN_003122', 'TXN_003181', 'TXN_003299', 'TXN_003647', 'TXN_003881', 'TXN_004236', 'TXN_004365', 'TXN_004417', 'TXN_004423', 'TXN_004473', 'TXN_004551', 'TXN_004600', 'TXN_004718', 'TXN_004936', 'TXN_005144', 'TXN_005145', 'TXN_005483', 'TXN_005530', 'TXN_005572', 'TXN_005718', 'TXN_005765', 'TXN_005773', 'TXN_005890', 'TXN_006136', 'TXN_006197', 'TXN_006275', 'TXN_006364', 'TXN_006710', 'TXN_007069', 'TXN_007130', 'TXN_007177', 'TXN_007255', 'TXN_007299', 'TXN_007390', 'TXN_007447', 'TXN_007626', 'TXN_007899', 'TXN_007903', 'TXN_007926']",97.42372881355932,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_029,75.357.348.1-322.619,58,86447922941,"{'start': '2023-03-02 08:18:00', 'end': '2025-05-26 13:48:51'}","['TXN_000027', 'TXN_000105', 'TXN_000167', 'TXN_000468', 'TXN_000809', 'TXN_000943', 'TXN_001081', 'TXN_001190', 'TXN_001330', 'TXN_001466', 'TXN_001491', 'TXN_001674', 'TXN_001755', 'TXN_002099', 'TXN_002455', 'TXN_002460', 'TXN_002547', 'TXN_002596', 'TXN_002666', 'TXN_002799', 'TXN_002854', 'TXN_002855', 'TXN_002950', 'TXN_003090', 'TXN_003167', 'TXN_003276', 'TXN_003728', 'TXN_003842', 'TXN_003991', 'TXN_004031', 'TXN_004038', 'TXN_004060', 'TXN_004131', 'TXN_004142', 'TXN_004185', 'TXN_004327', 'TXN_004511', 'TXN_004675', 'TXN_004802', 'TXN_004909', 'TXN_005010', 'TXN_005174', 'TXN_005449', 'TXN_005554', 'TXN_005744', 'TXN_006503', 'TXN_006528', 'TXN_006541', 'TXN_006738', 'TXN_006756', 'TXN_006824', 'TXN_006851', 'TXN_007163', 'TXN_007170', 'TXN_007415', 'TXN_007490', 'TXN_007501', 'TXN_007724']",98.1896551724138,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_030,22.318.405.7-351.158,121,178662043504,"{'start': '2023-03-03 10:23:00', 'end': '2025-05-24 19:48:11'}","['TXN_000027', 'TXN_000052', 'TXN_000098', 'TXN_000142', 'TXN_000201', 'TXN_000205', 'TXN_000256', 'TXN_000370', 'TXN_000421', 'TXN_000444', 'TXN_000494', 'TXN_000653', 'TXN_000692', 'TXN_000710', 'TXN_000761', 'TXN_000874', 'TXN_000901', 'TXN_000989', 'TXN_000990', 'TXN_001042', 'TXN_001091', 'TXN_001104', 'TXN_001157', 'TXN_001191', 'TXN_001195', 'TXN_001298', 'TXN_001315', 'TXN_001389', 'TXN_001552', 'TXN_001609', 'TXN_001719', 'TXN_001784', 'TXN_001963', 'TXN_002042', 'TXN_002082', 'TXN_002097', 'TXN_002108', 'TXN_002109', 'TXN_002110', 'TXN_002116', 'TXN_002139', 'TXN_002201', 'TXN_002371', 'TXN_002413', 'TXN_002480', 'TXN_002528', 'TXN_002598', 'TXN_002669', 'TXN_002689', 'TXN_002797', 'TXN_002885', 'TXN_002987', 'TXN_002994', 'TXN_003009', 'TXN_003077', 'TXN_003202', 'TXN_003230', 'TXN_003289', 'TXN_003350', 'TXN_003566', 'TXN_003697', 'TXN_003716', 'TXN_003808', 'TXN_003818', 'TXN_004094', 'TXN_004166', 'TXN_004186', 'TXN_004261', 'TXN_004348', 'TXN_004419', 'TXN_004462', 'TXN_004506', 'TXN_004661', 'TXN_004698', 'TXN_004812', 'TXN_004891', 'TXN_004909', 'TXN_004918', 'TXN_005224', 'TXN_005262', 'TXN_005268', 'TXN_005320', 'TXN_005341', 'TXN_005413', 'TXN_005425', 'TXN_005545', 'TXN_005576', 'TXN_005633', 'TXN_005636', 'TXN_005694', 'TXN_005763', 'TXN_005842', 'TXN_005873', 'TXN_005895', 'TXN_005999', 'TXN_006034', 'TXN_006077', 'TXN_006161', 'TXN_006246', 'TXN_006277', 'TXN_006422', 'TXN_006481', 'TXN_006569', 'TXN_006736', 'TXN_006762', 'TXN_006887', 'TXN_006915', 'TXN_007022', 'TXN_007027', 'TXN_007054', 'TXN_007144', 'TXN_007232', 'TXN_007291', 'TXN_007310', 'TXN_007347', 'TXN_007476', 'TXN_007776', 'TXN_007797', 'TXN_007819', 'TXN_007902', 'TXN_007910']",99.21487603305785,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_031,55.634.239.8-429.531,55,73016147440,"{'start': '2023-03-08 18:56:00', 'end': '2025-05-23 15:55:26'}","['TXN_000028', 'TXN_000033', 'TXN_000107', 'TXN_000123', 'TXN_000203', 'TXN_000233', 'TXN_000320', 'TXN_000420', 'TXN_000797', 'TXN_000858', 'TXN_001003', 'TXN_001261', 'TXN_001370', 'TXN_001581', 'TXN_001637', 'TXN_001677', 'TXN_001751', 'TXN_001854', 'TXN_002405', 'TXN_002551', 'TXN_002952', 'TXN_002964', 'TXN_003083', 'TXN_003250', 'TXN_003517', 'TXN_003735', 'TXN_003835', 'TXN_003977', 'TXN_004300', 'TXN_004393', 'TXN_004458', 'TXN_004530', 'TXN_004631', 'TXN_005206', 'TXN_005260', 'TXN_005421', 'TXN_005585', 'TXN_005660', 'TXN_005683', 'TXN_005694', 'TXN_005827', 'TXN_005936', 'TXN_006230', 'TXN_006376', 'TXN_006482', 'TXN_006564', 'TXN_006639', 'TXN_006761', 'TXN_006808', 'TXN_007002', 'TXN_007017', 'TXN_007171', 'TXN_007645', 'TXN_007849', 'TXN_007853']",98.2909090909091,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_032,55.723.617.3-802.898,137,201556513946,"{'start': '2023-03-05 11:26:00', 'end': '2025-05-27 17:02:09'}","['TXN_000028', 'TXN_000050', 'TXN_000122', 'TXN_000209', 'TXN_000225', 'TXN_000234', 'TXN_000246', 'TXN_000290', 'TXN_000303', 'TXN_000312', 'TXN_000315', 'TXN_000318', 'TXN_000346', 'TXN_000369', 'TXN_000420', 'TXN_000518', 'TXN_000533', 'TXN_000537', 'TXN_000657', 'TXN_000769', 'TXN_000908', 'TXN_000943', 'TXN_000973', 'TXN_001041', 'TXN_001053', 'TXN_001111', 'TXN_001173', 'TXN_001186', 'TXN_001267', 'TXN_001536', 'TXN_001595', 'TXN_001610', 'TXN_001658', 'TXN_001739', 'TXN_001779', 'TXN_001785', 'TXN_001822', 'TXN_001964', 'TXN_001983', 'TXN_002003', 'TXN_002024', 'TXN_002171', 'TXN_002352', 'TXN_002526', 'TXN_002555', 'TXN_002610', 'TXN_002872', 'TXN_002915', 'TXN_002924', 'TXN_003021', 'TXN_003266', 'TXN_003347', 'TXN_003360', 'TXN_003442', 'TXN_003588', 'TXN_003653', 'TXN_003655', 'TXN_003727', 'TXN_003738', 'TXN_003749', 'TXN_003753', 'TXN_003755', 'TXN_003766', 'TXN_003790', 'TXN_003861', 'TXN_003929', 'TXN_003959', 'TXN_004016', 'TXN_004036', 'TXN_004107', 'TXN_004134', 'TXN_004210', 'TXN_004260', 'TXN_004273', 'TXN_004414', 'TXN_004417', 'TXN_004434', 'TXN_004453', 'TXN_004479', 'TXN_004532', 'TXN_004551', 'TXN_004715', 'TXN_004755', 'TXN_004808', 'TXN_004832', 'TXN_004895', 'TXN_004934', 'TXN_005097', 'TXN_005103', 'TXN_005115', 'TXN_005123', 'TXN_005206', 'TXN_005701', 'TXN_005847', 'TXN_005869', 'TXN_005891', 'TXN_005936', 'TXN_005951', 'TXN_005972', 'TXN_005978', 'TXN_005994', 'TXN_006101', 'TXN_006154', 'TXN_006226', 'TXN_006270', 'TXN_006285', 'TXN_006319', 'TXN_006332', 'TXN_006345', 'TXN_006420', 'TXN_006454', 'TXN_006470', 'TXN_006495', 'TXN_006543', 'TXN_006552', 'TXN_006614', 'TXN_006741', 'TXN_006840', 'TXN_006877', 'TXN_006964', 'TXN_007050', 'TXN_007115', 'TXN_007360', 'TXN_007362', 'TXN_007492', 'TXN_007606', 'TXN_007607', 'TXN_007615', 'TXN_007635', 'TXN_007636', 'TXN_007677', 'TXN_007680', 'TXN_007893', 'TXN_007911', 'TXN_007918', 'TXN_007949', 'TXN_008000']",99.78832116788321,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_033,73.119.813.7-569.466,63,54739672478,"{'start': '2023-03-13 11:01:00', 'end': '2025-05-22 06:38:13'}","['TXN_000030', 'TXN_000048', 'TXN_000201', 'TXN_000509', 'TXN_000529', 'TXN_000531', 'TXN_000534', 'TXN_000614', 'TXN_000816', 'TXN_000901', 'TXN_000931', 'TXN_001046', 'TXN_001476', 'TXN_001635', 'TXN_001756', 'TXN_001810', 'TXN_001890', 'TXN_001975', 'TXN_001978', 'TXN_002257', 'TXN_002396', 'TXN_002552', 'TXN_002563', 'TXN_002575', 'TXN_002637', 'TXN_002723', 'TXN_002815', 'TXN_002858', 'TXN_003216', 'TXN_003259', 'TXN_003323', 'TXN_003391', 'TXN_003411', 'TXN_003488', 'TXN_003624', 'TXN_003846', 'TXN_003857', 'TXN_003894', 'TXN_004201', 'TXN_004454', 'TXN_004479', 'TXN_004862', 'TXN_004972', 'TXN_005299', 'TXN_005603', 'TXN_005614', 'TXN_005740', 'TXN_005806', 'TXN_005849', 'TXN_005882', 'TXN_005977', 'TXN_005987', 'TXN_006039', 'TXN_006229', 'TXN_006348', 'TXN_006507', 'TXN_006578', 'TXN_006628', 'TXN_007243', 'TXN_007332', 'TXN_007363', 'TXN_007541', 'TXN_007916']",96.36507936507937,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_034,91.741.233.6-691.532,59,104257002278,"{'start': '2023-03-15 11:50:00', 'end': '2025-05-28 22:08:10'}","['TXN_000031', 'TXN_000411', 'TXN_000450', 'TXN_000547', 'TXN_000681', 'TXN_000761', 'TXN_000987', 'TXN_001049', 'TXN_001404', 'TXN_001441', 'TXN_001759', 'TXN_001939', 'TXN_002080', 'TXN_002288', 'TXN_002353', 'TXN_002411', 'TXN_002461', 'TXN_002571', 'TXN_002598', 'TXN_002851', 'TXN_002862', 'TXN_003044', 'TXN_003114', 'TXN_003151', 'TXN_003376', 'TXN_003378', 'TXN_003446', 'TXN_003502', 'TXN_004619', 'TXN_004729', 'TXN_004732', 'TXN_004779', 'TXN_004819', 'TXN_004850', 'TXN_005194', 'TXN_005236', 'TXN_005316', 'TXN_005402', 'TXN_005453', 'TXN_005577', 'TXN_005784', 'TXN_005879', 'TXN_005975', 'TXN_006070', 'TXN_006103', 'TXN_006193', 'TXN_006309', 'TXN_006547', 'TXN_006552', 'TXN_006583', 'TXN_006907', 'TXN_006920', 'TXN_006964', 'TXN_007493', 'TXN_007562', 'TXN_007619', 'TXN_007793', 'TXN_007833', 'TXN_007940']",98.27118644067797,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_035,54.440.496.7-146.146,55,78928760010,"{'start': '2023-03-05 10:45:00', 'end': '2025-05-19 21:01:09'}","['TXN_000032', 'TXN_000242', 'TXN_000310', 'TXN_000392', 'TXN_000557', 'TXN_000573', 'TXN_000590', 'TXN_000899', 'TXN_001151', 'TXN_001448', 'TXN_001483', 'TXN_001686', 'TXN_001735', 'TXN_001787', 'TXN_001898', 'TXN_001926', 'TXN_002163', 'TXN_002205', 'TXN_002273', 'TXN_002583', 'TXN_002875', 'TXN_002890', 'TXN_003017', 'TXN_003046', 'TXN_003503', 'TXN_003794', 'TXN_003933', 'TXN_003937', 'TXN_004090', 'TXN_004183', 'TXN_004313', 'TXN_004623', 'TXN_004895', 'TXN_004902', 'TXN_005015', 'TXN_005025', 'TXN_005215', 'TXN_005280', 'TXN_005608', 'TXN_006016', 'TXN_006130', 'TXN_006629', 'TXN_006711', 'TXN_006757', 'TXN_006764', 'TXN_006783', 'TXN_006840', 'TXN_007021', 'TXN_007286', 'TXN_007373', 'TXN_007411', 'TXN_007460', 'TXN_007601', 'TXN_007614', 'TXN_007884']",96.67272727272727,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_036,29.236.177.2-360.623,42,16323117368,"{'start': '2023-03-01 12:39:00', 'end': '2025-04-27 09:55:26'}","['TXN_000032', 'TXN_000113', 'TXN_000216', 'TXN_000657', 'TXN_001077', 'TXN_001377', 'TXN_001806', 'TXN_001977', 'TXN_002579', 'TXN_003165', 'TXN_003474', 'TXN_003552', 'TXN_003689', 'TXN_003701', 'TXN_003800', 'TXN_003887', 'TXN_004358', 'TXN_004415', 'TXN_005062', 'TXN_005144', 'TXN_005263', 'TXN_005403', 'TXN_005431', 'TXN_005449', 'TXN_005754', 'TXN_005760', 'TXN_005859', 'TXN_005959', 'TXN_006099', 'TXN_006129', 'TXN_006191', 'TXN_006322', 'TXN_006656', 'TXN_006967', 'TXN_007003', 'TXN_007216', 'TXN_007378', 'TXN_007482', 'TXN_007500', 'TXN_007523', 'TXN_007776', 'TXN_007793']",92.23809523809524,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_037,59.613.394.5-640.247,85,128168426381,"{'start': '2023-03-09 11:08:00', 'end': '2025-05-03 05:07:40'}","['TXN_000033', 'TXN_000097', 'TXN_000176', 'TXN_000185', 'TXN_000190', 'TXN_000237', 'TXN_000279', 'TXN_000601', 'TXN_000646', 'TXN_000680', 'TXN_000795', 'TXN_000801', 'TXN_000891', 'TXN_001127', 'TXN_001140', 'TXN_001203', 'TXN_001239', 'TXN_001287', 'TXN_001351', 'TXN_001400', 'TXN_001463', 'TXN_001602', 'TXN_001631', 'TXN_001729', 'TXN_001752', 'TXN_001884', 'TXN_002018', 'TXN_002051', 'TXN_002127', 'TXN_002133', 'TXN_002192', 'TXN_002235', 'TXN_002243', 'TXN_002669', 'TXN_003017', 'TXN_003205', 'TXN_003225', 'TXN_003430', 'TXN_003476', 'TXN_003624', 'TXN_003656', 'TXN_003911', 'TXN_004000', 'TXN_004047', 'TXN_004223', 'TXN_004350', 'TXN_004639', 'TXN_004941', 'TXN_005008', 'TXN_005045', 'TXN_005048', 'TXN_005102', 'TXN_005204', 'TXN_005348', 'TXN_005348', 'TXN_005419', 'TXN_005627', 'TXN_005644', 'TXN_005769', 'TXN_005790', 'TXN_005927', 'TXN_005928', 'TXN_005970', 'TXN_006141', 'TXN_006264', 'TXN_006286', 'TXN_006367', 'TXN_006385', 'TXN_006544', 'TXN_006575', 'TXN_006614', 'TXN_007009', 'TXN_007078', 'TXN_007132', 'TXN_007147', 'TXN_007158', 'TXN_007248', 'TXN_007330', 'TXN_007556', 'TXN_007664', 'TXN_007686', 'TXN_007695', 'TXN_007833', 'TXN_007934', 'TXN_007954']",99.29411764705883,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_038,33.279.401.9-855.278,58,76750909322,"{'start': '2023-03-09 18:39:00', 'end': '2025-05-21 21:42:37'}","['TXN_000036', 'TXN_000306', 'TXN_000567', 'TXN_000645', 'TXN_000701', 'TXN_000860', 'TXN_001322', 'TXN_001459', 'TXN_001684', 'TXN_001733', 'TXN_002013', 'TXN_002035', 'TXN_002127', 'TXN_002177', 'TXN_002399', 'TXN_002412', 'TXN_002553', 'TXN_002827', 'TXN_002863', 'TXN_002878', 'TXN_002886', 'TXN_002895', 'TXN_003321', 'TXN_003463', 'TXN_003543', 'TXN_003594', 'TXN_003595', 'TXN_003650', 'TXN_003773', 'TXN_003973', 'TXN_004032', 'TXN_004304', 'TXN_005009', 'TXN_005070', 'TXN_005128', 'TXN_005501', 'TXN_005739', 'TXN_005753', 'TXN_005804', 'TXN_005872', 'TXN_005875', 'TXN_005901', 'TXN_005943', 'TXN_006168', 'TXN_006611', 'TXN_006668', 'TXN_006732', 'TXN_006835', 'TXN_006927', 'TXN_007119', 'TXN_007191', 'TXN_007197', 'TXN_007483', 'TXN_007498', 'TXN_007532', 'TXN_007594', 'TXN_007680', 'TXN_007876']",97.56896551724138,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_039,66.269.514.6-907.512,103,176758534119,"{'start': '2023-03-02 08:38:00', 'end': '2025-05-28 22:08:10'}","['TXN_000036', 'TXN_000256', 'TXN_000389', 'TXN_000407', 'TXN_000409', 'TXN_000527', 'TXN_000531', 'TXN_000733', 'TXN_000792', 'TXN_000833', 'TXN_001312', 'TXN_001416', 'TXN_001453', 'TXN_001557', 'TXN_001566', 'TXN_001589', 'TXN_001656', 'TXN_001675', 'TXN_001853', 'TXN_001960', 'TXN_001980', 'TXN_002167', 'TXN_002204', 'TXN_002224', 'TXN_002309', 'TXN_002319', 'TXN_002405', 'TXN_002461', 'TXN_002504', 'TXN_002552', 'TXN_002661', 'TXN_002661', 'TXN_002808', 'TXN_002809', 'TXN_002844', 'TXN_003099', 'TXN_003245', 'TXN_003265', 'TXN_003502', 'TXN_003651', 'TXN_003704', 'TXN_003750', 'TXN_003789', 'TXN_003845', 'TXN_003882', 'TXN_003945', 'TXN_004083', 'TXN_004266', 'TXN_004300', 'TXN_004327', 'TXN_004406', 'TXN_004432', 'TXN_004451', 'TXN_004483', 'TXN_004519', 'TXN_004584', 'TXN_004602', 'TXN_004686', 'TXN_004890', 'TXN_004979', 'TXN_005044', 'TXN_005185', 'TXN_005195', 'TXN_005219', 'TXN_005343', 'TXN_005388', 'TXN_005440', 'TXN_005500', 'TXN_005501', 'TXN_005502', 'TXN_005522', 'TXN_005612', 'TXN_005623', 'TXN_005664', 'TXN_005691', 'TXN_005714', 'TXN_005742', 'TXN_005755', 'TXN_005795', 'TXN_005921', 'TXN_005984', 'TXN_006271', 'TXN_006370', 'TXN_006412', 'TXN_006497', 'TXN_006564', 'TXN_006567', 'TXN_006629', 'TXN_006691', 'TXN_006711', 'TXN_007000', 'TXN_007089', 'TXN_007197', 'TXN_007247', 'TXN_007316', 'TXN_007511', 'TXN_007582', 'TXN_007588', 'TXN_007647', 'TXN_007653', 'TXN_007694', 'TXN_007724', 'TXN_007872']",99.41747572815534,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_040,83.834.851.5-664.921,69,90648605826,"{'start': '2023-03-06 13:10:00', 'end': '2025-04-29 12:52:06'}","['TXN_000038', 'TXN_000100', 'TXN_000350', 'TXN_000393', 'TXN_000481', 'TXN_000484', 'TXN_000510', 'TXN_000536', 'TXN_000629', 'TXN_000644', 'TXN_000692', 'TXN_000875', 'TXN_001186', 'TXN_001195', 'TXN_001252', 'TXN_001286', 'TXN_001419', 'TXN_001631', 'TXN_001766', 'TXN_002144', 'TXN_002429', 'TXN_002536', 'TXN_002622', 'TXN_002692', 'TXN_002938', 'TXN_003311', 'TXN_003347', 'TXN_003361', 'TXN_003441', 'TXN_003457', 'TXN_003500', 'TXN_003550', 'TXN_004264', 'TXN_004318', 'TXN_004323', 'TXN_004332', 'TXN_004373', 'TXN_004580', 'TXN_004672', 'TXN_004679', 'TXN_004738', 'TXN_004769', 'TXN_004847', 'TXN_004859', 'TXN_004954', 'TXN_005053', 'TXN_005132', 'TXN_005207', 'TXN_005509', 'TXN_005743', 'TXN_005902', 'TXN_005955', 'TXN_006077', 'TXN_006277', 'TXN_006350', 'TXN_006379', 'TXN_006449', 'TXN_006469', 'TXN_006726', 'TXN_006743', 'TXN_006877', 'TXN_006922', 'TXN_006998', 'TXN_007076', 'TXN_007293', 'TXN_007719', 'TXN_007730', 'TXN_007799', 'TXN_007995']",98.6231884057971,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_041,34.876.647.1-490.625,37,18863832003,"{'start': '2023-03-14 09:24:00', 'end': '2025-05-23 07:10:44'}","['TXN_000038', 'TXN_000065', 'TXN_000259', 'TXN_000300', 'TXN_000425', 'TXN_000593', 'TXN_000619', 'TXN_000639', 'TXN_000713', 'TXN_000773', 'TXN_000812', 'TXN_000944', 'TXN_000945', 'TXN_000947', 'TXN_001027', 'TXN_001889', 'TXN_001998', 'TXN_002270', 'TXN_002448', 'TXN_002569', 'TXN_002683', 'TXN_002855', 'TXN_002930', 'TXN_003105', 'TXN_003134', 'TXN_003294', 'TXN_003579', 'TXN_003593', 'TXN_004945', 'TXN_005446', 'TXN_005540', 'TXN_006085', 'TXN_006139', 'TXN_007032', 'TXN_007140', 'TXN_007283', 'TXN_007889']",93.64864864864865,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
CLUSTER_042,61.562.335.8-730.452,53,88853817231,"{'start': '2023-03-09 12:18:00', 'end': '2025-05-22 22:03:45'}","['TXN_000040', 'TXN_000111', 'TXN_000158', 'TXN_000185', 'TXN_000316', 'TXN_000318', 'TXN_000732', 'TXN_000978', 'TXN_001093', 'TXN_001247', 'TXN_001356', 'TXN_001469', 'TXN_001814', 'TXN_001917', 'TXN_002046', 'TXN_002449', 'TXN_002558', 'TXN_002845', 'TXN_003348', 'TXN_003453', 'TXN_003568', 'TXN_003767', 'TXN_003768', 'TXN_003945', 'TXN_004053', 'TXN_004074', 'TXN_004292', 'TXN_004314', 'TXN_004413', 'TXN_004443', 'TXN_004517', 'TXN_004541', 'TXN_004636', 'TXN_004637', 'TXN_004726', 'TXN_004756', 'TXN_004804', 'TXN_004821', 'TXN_004884', 'TXN_005016', 'TXN_005017', 'TXN_005121', 'TXN_005314', 'TXN_006004', 'TXN_006091', 'TXN_006122', 'TXN_006202', 'TXN_006276', 'TXN_006428', 'TXN_006593', 'TXN_006881', 'TXN_007109', 'TXN_007775']",97.75471698113208,"['STRUCTURING_DETECTED', 'RAPID_SUCCESSION']"
